Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SPACE @ KOVAN,"800,000",548.96,"1,457",Jul-22,YIO CHU KANG ROAD,Resale,Strata,51,"15,686",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PINE GROVE,"1,830,000","1,754.53","1,043",Jul-22,PINE GROVE,Resale,Strata,163,"11,227",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,11 to 15
TERESA VILLE,"2,350,000","1,356.26","1,733",Jul-22,LOWER DELTA ROAD,Resale,Strata,126,"18,651",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,530,000",882.65,"1,733",Jul-22,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"18,659",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
CHANGI RISE CONDOMINIUM,"1,210,000","1,259.39",961,Jul-22,SIMEI RISE,Resale,Strata,117,"10,342",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
GRANDEUR 8,"1,600,000","1,259.39","1,270",Jul-22,ANG MO KIO CENTRAL 3,Resale,Strata,117,"13,675",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,11 to 15
SKYSUITES17,"1,135,000",678.13,"1,674",Jul-22,JALAN RAJAH,Resale,Strata,63,"18,016",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
DOUBLE BAY RESIDENCES,"1,780,000","1,367.03","1,302",Jul-22,SIMEI STREET 4,Resale,Strata,127,"14,016",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE ASTON,"1,880,000","1,011.82","1,858",Jul-22,KAY POH ROAD,Resale,Strata,94,"20,000",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
THE TOMLINSON,"8,800,000","3,692.05","2,383",Jul-22,CUSCADEN ROAD,Resale,Strata,343,"25,656",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
THE AZURE,"3,480,000","1,926.76","1,806",Jul-22,OCEAN DRIVE,Resale,Strata,179,"19,441",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
NORTH PARK RESIDENCES,"1,020,000",624.31,"1,634",Jul-22,YISHUN CENTRAL 1,Resale,Strata,58,"17,586",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
RESIDENCES @ SOMME,"635,000",419.8,"1,513",Jul-22,PETAIN ROAD,Resale,Strata,39,"16,282",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
EVERGREEN PARK,"930,000","1,076.4",864,Jul-22,HOUGANG AVENUE 7,Resale,Strata,100,"9,300",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
EAST MEADOWS,"1,425,000","1,237.86","1,151",Jul-22,TANAH MERAH KECHIL ROAD,Resale,Strata,115,"12,391",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
ASTORIA PARK,"1,250,000","1,173.28","1,065",Jul-22,LORONG MYDIN,Resale,Strata,109,"11,468",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
ST PATRICK'S GREEN,"1,800,000","1,097.93","1,639",Jul-22,ST. PATRICK'S ROAD,Resale,Strata,102,"17,647",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIVER PLACE,"2,250,000","1,431.61","1,572",Jul-22,HAVELOCK ROAD,Resale,Strata,133,"16,917",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
LA FIESTA,"1,300,000","1,001.05","1,299",Jul-22,SENGKANG SQUARE,Resale,Strata,93,"13,978",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SCOTTS SQUARE,"2,271,400",624.31,"3,638",Jul-22,SCOTTS ROAD,Resale,Strata,58,"39,162",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
JEWEL @ BUANGKOK,"1,228,000",871.88,"1,408",Jul-22,COMPASSVALE BOW,Resale,Strata,81,"15,160",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"1,600,000","1,420.85","1,126",Jul-22,DAKOTA CRESCENT,Resale,Strata,132,"12,121",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
EIGHT COURTYARDS,"1,290,000","1,087.16","1,187",Jul-22,CANBERRA DRIVE,Resale,Strata,101,"12,772",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
THE TESSARINA,"2,955,000","1,560.78","1,893",Jul-22,WILBY ROAD,Resale,Strata,145,"20,379",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CASTLE GREEN,"900,000",947.23,950,Jul-22,YIO CHU KANG ROAD,Resale,Strata,88,"10,227",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,06 to 10
HILLSTA,"720,000",570.49,"1,262",Jul-22,PHOENIX ROAD,Resale,Strata,53,"13,585",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
OASIS @ ELIAS,"1,050,000","1,205.57",871,Jul-22,ELIAS ROAD,Resale,Strata,112,"9,375",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
ECHELON,"1,450,000",731.95,"1,981",Jul-22,ALEXANDRA VIEW,Resale,Strata,68,"21,324",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
MERAWOODS,"1,918,000","1,345.5","1,425",Jul-22,HILLVIEW AVENUE,Resale,Strata,125,"15,344",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"910,000",559.73,"1,626",Jul-22,YISHUN CENTRAL 1,Resale,Strata,52,"17,500",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"1,010,000","1,205.57",838,Jul-22,YISHUN STREET 81,Resale,Strata,112,"9,018",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
PARC VERA,"988,000",871.88,"1,133",Jul-22,HOUGANG STREET 32,Resale,Strata,81,"12,198",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE GARDENS AT BISHAN,"1,800,000","1,205.57","1,493",Jul-22,SIN MING WALK,Resale,Strata,112,"16,071",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
QUEENS PEAK,"1,500,000",807.3,"1,858",Jul-22,DUNDEE ROAD,Resale,Strata,75,"20,000",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
PARC ELEGANCE,"640,000",409.03,"1,565",Jul-22,TELOK KURAU ROAD,Resale,Strata,38,"16,842",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE CLEMENT CANOPY,"1,960,000","1,140.98","1,718",Jul-22,CLEMENTI AVENUE 1,Resale,Strata,106,"18,491",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
THOMSON GRAND,"1,708,888",968.76,"1,764",Jul-22,SIN MING WALK,Resale,Strata,90,"18,988",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,16 to 20
EUHABITAT,"788,000",624.31,"1,262",Jul-22,JALAN EUNOS,Resale,Strata,58,"13,586",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
GLENDALE PARK,"1,480,000","1,033.34","1,432",Jul-22,HILLVIEW AVENUE,Resale,Strata,96,"15,417",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
THE TEMBUSU,"1,493,888","1,001.05","1,492",Jul-22,TAMPINES ROAD,Resale,Strata,93,"16,063",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"730,000",441.32,"1,654",Jul-22,WHAMPOA EAST,Resale,Strata,41,"17,805",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
PINE GROVE,"1,200,000","1,162.51","1,032",Jul-22,PINE GROVE,Resale,Strata,108,"11,111",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05
HIGH PARK RESIDENCES,"1,250,000",893.41,"1,399",Jul-22,FERNVALE ROAD,Resale,Strata,83,"15,060",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
KINGSFORD WATERBAY,"875,000",688.9,"1,270",Jul-22,UPPER SERANGOON VIEW,Resale,Strata,64,"13,672",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE REGENCY AT TIONG BAHRU,"2,780,000","1,280.92","2,170",Jul-22,CHAY YAN STREET,Resale,Strata,119,"23,361",-,Condominium,1,Freehold,03,Rest of Central Region,16 to 20
MEADOWLODGE,"1,630,000","1,205.57","1,352",Jul-22,CHUN TIN ROAD,Resale,Strata,112,"14,554",-,Condominium,1,99 yrs lease commencing from 1997,21,Rest of Central Region,01 to 05
TOP TEN,"5,185,950","3,143.09","1,650",Jul-22,EMERALD HILL ROAD,Resale,Strata,292,"17,760",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
NOUVEL 18,"4,752,000","1,539.25","3,087",Jul-22,ANDERSON ROAD,Resale,Strata,143,"33,231",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
NOUVEL 18,"7,976,000","2,475.72","3,222",Jul-22,ANDERSON ROAD,Resale,Strata,230,"34,678",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
MARINA ONE RESIDENCES,"4,046,128","1,593.07","2,540",Jul-22,MARINA WAY,Resale,Strata,148,"27,339",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
COMMONWEALTH TOWERS,"1,486,000",796.54,"1,866",Jul-22,COMMONWEALTH AVENUE,Resale,Strata,74,"20,081",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
VISTA RESIDENCES,"1,480,000",904.18,"1,637",Jul-22,JALAN DATOH,Resale,Strata,84,"17,619",-,Condominium,1,Freehold,12,Rest of Central Region,01 to 05
SUITES @ PAYA LEBAR,"900,000",635.08,"1,417",Jul-22,UPPER PAYA LEBAR ROAD,Resale,Strata,59,"15,254",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
MON JERVOIS,"2,950,000","1,560.78","1,890",Jul-22,JERVOIS ROAD,Resale,Strata,145,"20,345",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
SUMMERHILL,"2,480,000","1,474.67","1,682",Jul-22,HUME AVENUE,Resale,Strata,137,"18,102",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
V ON SHENTON,"1,888,000","1,054.87","1,790",Jul-22,SHENTON WAY,Resale,Strata,98,"19,265",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,11 to 15
WEST BAY CONDOMINIUM,"939,000",893.41,"1,051",Jul-22,WEST COAST CRESCENT,Resale,Strata,83,"11,313",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
PALM GALLERIA,"2,350,000","2,529.54",929,Jul-22,LORONG K TELOK KURAU,Resale,Strata,235,"10,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BALMORAL 8,"4,000,000","1,840.64","2,173",Jul-22,BALMORAL ROAD,Resale,Strata,171,"23,392",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
BEACON HEIGHTS,"1,160,000",893.41,"1,298",Jul-22,MAR THOMA ROAD,Resale,Strata,83,"13,976",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
NIN RESIDENCE,"1,100,000",904.18,"1,217",Jul-22,PHENG GECK AVENUE,Resale,Strata,84,"13,095",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
ROBERTSON 100,"2,028,000","1,108.69","1,829",Jul-22,ROBERTSON QUAY,Resale,Strata,103,"19,689",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,488,000",882.65,"1,686",Jul-22,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"18,146",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
CAPE ROYALE,"4,093,000","1,905.23","2,148",Jul-22,COVE WAY,Resale,Strata,177,"23,124",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
BOTANNIA,"1,380,000",904.18,"1,526",Jul-22,WEST COAST PARK,Resale,Strata,84,"16,429",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
RIDGEWOOD,"1,691,250","1,205.57","1,403",Jul-22,RIDGEWOOD CLOSE,Resale,Strata,112,"15,100",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,06 to 10
THE ANCHORAGE,"2,628,000","1,646.89","1,596",Jul-22,ALEXANDRA ROAD,Resale,Strata,153,"17,176",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
ONE-NORTH RESIDENCES,"2,495,000","1,614.6","1,545",Jul-22,ONE-NORTH GATEWAY,Resale,Strata,150,"16,633",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
ONE-NORTH RESIDENCES,"1,866,666","1,108.69","1,684",Jul-22,ONE-NORTH GATEWAY,Resale,Strata,103,"18,123",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
THE NAUTICAL,"1,388,000","1,259.39","1,102",Jul-22,JALAN SENDUDOK,Resale,Strata,117,"11,863",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
CITYVISTA RESIDENCES,"4,950,000","2,626.42","1,885",Jul-22,PECK HAY ROAD,Resale,Strata,244,"20,287",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
YISHUN EMERALD,"1,320,000","1,345.5",981,Jul-22,CANBERRA DRIVE,Resale,Strata,125,"10,560",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
MANDARIN GARDENS,"903,000",828.83,"1,089",Jul-22,SIGLAP ROAD,Resale,Strata,77,"11,727",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,01 to 05
QUEENS PEAK,"960,000",495.14,"1,939",Jul-22,DUNDEE ROAD,Resale,Strata,46,"20,870",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,06 to 10
DOUBLE BAY RESIDENCES,"1,085,000",936.47,"1,159",Jul-22,SIMEI STREET 4,Resale,Strata,87,"12,471",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
RITZ MANSIONS,"1,180,000",861.12,"1,370",Jul-22,BALESTIER ROAD,Resale,Strata,80,"14,750",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
TRE RESIDENCES,"1,185,000",699.66,"1,694",Jul-22,GEYLANG EAST AVENUE 1,Resale,Strata,65,"18,231",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
ST FRANCIS COURT,"1,270,000","1,270.15","1,000",Jul-22,ST. FRANCIS ROAD,Resale,Strata,118,"10,763",-,Apartment,1,99 yrs lease commencing from 1992,12,Rest of Central Region,06 to 10
EASTBAY,"1,800,000","1,496.2","1,203",Jul-22,TAY LIAN TECK ROAD,Resale,Strata,139,"12,950",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ESPA,"1,380,000",904.18,"1,526",Jul-22,CASHEW ROAD,Resale,Strata,84,"16,429",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"1,200,000",699.66,"1,715",Jul-22,YISHUN CENTRAL 1,Resale,Strata,65,"18,462",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE QUARTZ,"1,438,000","1,130.22","1,272",Jul-22,COMPASSVALE BOW,Resale,Strata,105,"13,695",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
PARK 1 SUITES,"926,000",602.78,"1,536",Jul-22,LORONG 40 GEYLANG,Resale,Strata,56,"16,536",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PARC OASIS,"1,210,000","1,227.1",986,Jul-22,JURONG EAST AVENUE 1,Resale,Strata,114,"10,614",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
CAPE ROYALE,"5,605,000","2,529.54","2,216",Jul-22,COVE WAY,Resale,Strata,235,"23,851",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,16 to 20
VILLA MARINA,"1,550,000","1,280.92","1,210",Jul-22,JALAN SEMPADAN,Resale,Strata,119,"13,025",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
DUNMAN VIEW,"1,685,000","1,323.97","1,273",Jul-22,HAIG ROAD,Resale,Strata,123,"13,699",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,16 to 20
ECHELON,"950,000",452.09,"2,101",Jul-22,ALEXANDRA VIEW,Resale,Strata,42,"22,619",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
CAMELODGE,"1,940,000","1,689.95","1,148",Jul-22,UPPER EAST COAST ROAD,Resale,Strata,157,"12,357",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"2,600,000","1,237.86","2,100",Jul-22,SURREY ROAD,Resale,Strata,115,"22,609",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
MARINA COLLECTION,"7,150,000","3,788.93","1,887",Jul-22,COVE DRIVE,Resale,Strata,352,"20,313",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
CAPE ROYALE,"5,525,000","2,508.01","2,203",Jul-22,COVE WAY,Resale,Strata,233,"23,712",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
CAPE ROYALE,"4,133,000","1,905.23","2,169",Jul-22,COVE WAY,Resale,Strata,177,"23,350",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
ST MICHAEL'S CONDOMINIUM,"1,655,000","1,496.2","1,106",Jul-22,ST. MICHAEL'S ROAD,Resale,Strata,139,"11,906",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
CAPE ROYALE,"6,204,000","3,013.92","2,058",Jul-22,COVE WAY,Resale,Strata,280,"22,157",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,16 to 20
STEVENS SUITES,"2,320,000","1,130.22","2,053",Jul-22,STEVENS CLOSE,Resale,Strata,105,"22,095",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
8@WOODLEIGH,"1,670,000","1,076.4","1,551",Jul-22,WOODLEIGH CLOSE,Resale,Strata,100,"16,700",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
DOUBLE BAY RESIDENCES,"3,400,000","3,605.94",943,Jul-22,SIMEI STREET 4,Resale,Strata,335,"10,149",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,165,000","1,140.98","1,021",Jul-22,SIMEI STREET 3,Resale,Strata,106,"10,991",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
MERAPRIME,"1,850,000","1,151.75","1,606",Jul-22,JALAN BUKIT HO SWEE,Resale,Strata,107,"17,290",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,01 to 05
LAKEVILLE,"1,480,000",990.29,"1,495",Jul-22,JURONG LAKE LINK,Resale,Strata,92,"16,087",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,122,888","1,140.98",984,Jul-22,SIMEI STREET 3,Resale,Strata,106,"10,593",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
A TREASURE TROVE,"1,400,000","1,044.11","1,341",Jul-22,PUNGGOL WALK,Resale,Strata,97,"14,433",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE INFLORA,"590,000",462.85,"1,275",Jul-22,FLORA DRIVE,Resale,Strata,43,"13,721",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
NORTHVALE,"1,100,000","1,291.68",852,Jul-22,CHOA CHU KANG LOOP,Resale,Strata,120,"9,167",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,06 to 10
ASTON MANSIONS,"1,205,000","1,140.98","1,056",Jul-22,LORONG 42 GEYLANG,Resale,Strata,106,"11,368",-,Apartment,1,99 yrs lease commencing from 1995,14,Rest of Central Region,01 to 05
WATERTOWN,"888,000",570.49,"1,557",Jul-22,PUNGGOL CENTRAL,Resale,Strata,53,"16,755",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
CLEMENTIWOODS CONDOMINIUM,"1,212,000","1,001.05","1,211",Jul-22,WEST COAST ROAD,Resale,Strata,93,"13,032",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
THE MARQUE @ IRRAWADDY,"1,310,000",861.12,"1,521",Jul-22,SHAN ROAD,Resale,Strata,80,"16,375",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
BEACON HEIGHTS,"1,430,000","1,108.69","1,290",Jul-22,MAR THOMA ROAD,Resale,Strata,103,"13,883",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
TRILIVE,"915,000",570.49,"1,604",Jul-22,TAMPINES ROAD,Resale,Strata,53,"17,264",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
GLENTREES,"4,000,000","2,626.42","1,523",Jul-22,MOUNT SINAI LANE,Resale,Strata,244,"16,393",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,01 to 05
WATER PLACE,"2,138,000","1,356.26","1,576",Jul-22,TANJONG RHU ROAD,Resale,Strata,126,"16,968",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
LEEDON RESIDENCE,"2,780,000","1,044.11","2,663",Jul-22,LEEDON HEIGHTS,Resale,Strata,97,"28,660",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
REGENT PARK,"1,120,000",979.52,"1,143",Jul-22,JALAN LEMPENG,Resale,Strata,91,"12,308",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,06 to 10
TREASURES@G6,"650,000",452.09,"1,438",Jul-22,LORONG 6 GEYLANG,Resale,Strata,42,"15,476",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
REGENT GROVE,"1,100,000","1,259.39",873,Jul-22,CHOA CHU KANG NORTH 7,Resale,Strata,117,"9,402",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
NIN RESIDENCE,"1,280,000",904.18,"1,416",Jul-22,PHENG GECK AVENUE,Resale,Strata,84,"15,238",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
AZALEA PARK CONDOMINIUM,"1,200,000","1,334.74",899,Jul-22,FLORA ROAD,Resale,Strata,124,"9,677",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
THOMSON GRAND,"2,100,000","1,603.84","1,309",Jul-22,SIN MING WALK,Resale,Strata,149,"14,094",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,01 to 05
THE LAKESHORE,"1,300,000","1,119.46","1,161",Jul-22,JURONG WEST STREET 41,Resale,Strata,104,"12,500",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,16 to 20
HILLVIEW HEIGHTS,"2,490,000","1,668.42","1,492",Jul-22,HILLVIEW AVENUE,Resale,Strata,155,"16,065",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
VIVA VISTA,"658,000",344.45,"1,910",Jul-22,SOUTH BUONA VISTA ROAD,Resale,Strata,32,"20,563",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
VIVA VISTA,"686,000",387.5,"1,770",Jul-22,SOUTH BUONA VISTA ROAD,Resale,Strata,36,"19,056",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
